highest,monthYear,count,country
LifeSatisfaction,2013-12-01,0,BHS
LifeSatisfaction,2014-01-01,0,BHS
LifeSatisfaction,2014-02-01,0,BHS
LifeSatisfaction,2014-03-01,0,BHS
LifeSatisfaction,2014-04-01,1,BHS
LifeSatisfaction,2014-05-01,0,BHS
LifeSatisfaction,2014-06-01,0,BHS
LifeSatisfaction,2014-07-01,0,BHS
LifeSatisfaction,2014-08-01,2,BHS
LifeSatisfaction,2014-09-01,0,BHS
LifeSatisfaction,2014-10-01,1,BHS
LifeSatisfaction,2014-11-01,0,BHS
LifeSatisfaction,2014-12-01,0,BHS
LifeSatisfaction,2015-01-01,0,BHS
LifeSatisfaction,2015-02-01,1,BHS
LifeSatisfaction,2015-03-01,0,BHS
LifeSatisfaction,2015-04-01,0,BHS
LifeSatisfaction,2015-05-01,0,BHS
LifeSatisfaction,2015-06-01,0,BHS
LifeSatisfaction,2015-07-01,0,BHS
LifeSatisfaction,2015-08-01,0,BHS
LifeSatisfaction,2015-09-01,0,BHS
LifeSatisfaction,2011-05-01,2,BIH
LifeSatisfaction,2011-06-01,0,BIH
LifeSatisfaction,2011-07-01,0,BIH
LifeSatisfaction,2011-08-01,0,BIH
LifeSatisfaction,2011-09-01,0,BIH
LifeSatisfaction,2011-10-01,0,BIH
LifeSatisfaction,2011-11-01,0,BIH
LifeSatisfaction,2011-12-01,0,BIH
LifeSatisfaction,2012-01-01,0,BIH
LifeSatisfaction,2012-02-01,0,BIH
LifeSatisfaction,2012-03-01,0,BIH
LifeSatisfaction,2012-04-01,0,BIH
LifeSatisfaction,2012-05-01,1,BIH
LifeSatisfaction,2012-06-01,1,BIH
LifeSatisfaction,2012-07-01,0,BIH
LifeSatisfaction,2012-08-01,0,BIH
LifeSatisfaction,2012-09-01,0,BIH
LifeSatisfaction,2012-10-01,0,BIH
LifeSatisfaction,2012-11-01,0,BIH
LifeSatisfaction,2012-12-01,1,BIH
LifeSatisfaction,2013-01-01,0,BIH
LifeSatisfaction,2013-02-01,0,BIH
LifeSatisfaction,2013-03-01,1,BIH
LifeSatisfaction,2013-04-01,0,BIH
LifeSatisfaction,2013-05-01,3,BIH
LifeSatisfaction,2013-06-01,0,BIH
LifeSatisfaction,2013-07-01,0,BIH
LifeSatisfaction,2013-08-01,0,BIH
LifeSatisfaction,2013-09-01,1,BIH
LifeSatisfaction,2013-10-01,0,BIH
LifeSatisfaction,2013-11-01,0,BIH
LifeSatisfaction,2013-12-01,0,BIH
LifeSatisfaction,2014-01-01,2,BIH
LifeSatisfaction,2014-02-01,1,BIH
LifeSatisfaction,2014-03-01,0,BIH
LifeSatisfaction,2014-04-01,1,BIH
LifeSatisfaction,2014-05-01,4,BIH
LifeSatisfaction,2014-06-01,1,BIH
LifeSatisfaction,2014-07-01,0,BIH
LifeSatisfaction,2014-08-01,3,BIH
LifeSatisfaction,2014-09-01,0,BIH
LifeSatisfaction,2014-10-01,0,BIH
LifeSatisfaction,2014-11-01,0,BIH
LifeSatisfaction,2014-12-01,2,BIH
LifeSatisfaction,2015-01-01,1,BIH
LifeSatisfaction,2015-02-01,1,BIH
LifeSatisfaction,2015-03-01,0,BIH
LifeSatisfaction,2015-04-01,0,BIH
LifeSatisfaction,2015-05-01,1,BIH
LifeSatisfaction,2015-06-01,0,BIH
LifeSatisfaction,2015-07-01,0,BIH
LifeSatisfaction,2015-08-01,0,BIH
LifeSatisfaction,2015-09-01,0,BIH
LifeSatisfaction,2011-05-01,0,BLR
LifeSatisfaction,2011-06-01,1,BLR
LifeSatisfaction,2011-07-01,0,BLR
LifeSatisfaction,2011-08-01,0,BLR
LifeSatisfaction,2011-09-01,0,BLR
LifeSatisfaction,2011-10-01,0,BLR
LifeSatisfaction,2011-11-01,0,BLR
LifeSatisfaction,2011-12-01,0,BLR
LifeSatisfaction,2012-01-01,0,BLR
LifeSatisfaction,2012-02-01,0,BLR
LifeSatisfaction,2012-03-01,0,BLR
LifeSatisfaction,2012-04-01,0,BLR
LifeSatisfaction,2012-05-01,5,BLR
LifeSatisfaction,2012-06-01,4,BLR
LifeSatisfaction,2012-07-01,0,BLR
LifeSatisfaction,2012-08-01,0,BLR
LifeSatisfaction,2012-09-01,1,BLR
LifeSatisfaction,2012-10-01,0,BLR
LifeSatisfaction,2012-11-01,0,BLR
LifeSatisfaction,2012-12-01,1,BLR
LifeSatisfaction,2013-01-01,1,BLR
LifeSatisfaction,2013-02-01,0,BLR
LifeSatisfaction,2013-03-01,0,BLR
LifeSatisfaction,2013-04-01,1,BLR
LifeSatisfaction,2013-05-01,5,BLR
LifeSatisfaction,2013-06-01,2,BLR
LifeSatisfaction,2013-07-01,0,BLR
LifeSatisfaction,2013-08-01,1,BLR
LifeSatisfaction,2013-09-01,2,BLR
LifeSatisfaction,2013-10-01,0,BLR
LifeSatisfaction,2013-11-01,1,BLR
LifeSatisfaction,2013-12-01,0,BLR
LifeSatisfaction,2014-01-01,2,BLR
LifeSatisfaction,2014-02-01,1,BLR
LifeSatisfaction,2014-03-01,0,BLR
LifeSatisfaction,2014-04-01,1,BLR
LifeSatisfaction,2014-05-01,3,BLR
LifeSatisfaction,2014-06-01,1,BLR
LifeSatisfaction,2014-07-01,0,BLR
LifeSatisfaction,2014-08-01,7,BLR
LifeSatisfaction,2014-09-01,1,BLR
LifeSatisfaction,2014-10-01,1,BLR
LifeSatisfaction,2014-11-01,0,BLR
LifeSatisfaction,2014-12-01,0,BLR
LifeSatisfaction,2015-01-01,3,BLR
LifeSatisfaction,2015-02-01,5,BLR
LifeSatisfaction,2015-03-01,3,BLR
LifeSatisfaction,2015-04-01,2,BLR
LifeSatisfaction,2015-05-01,1,BLR
LifeSatisfaction,2015-06-01,0,BLR
LifeSatisfaction,2015-07-01,0,BLR
LifeSatisfaction,2015-08-01,0,BLR
LifeSatisfaction,2015-09-01,0,BLR
LifeSatisfaction,2011-05-01,0,BLZ
LifeSatisfaction,2011-06-01,0,BLZ
LifeSatisfaction,2011-07-01,0,BLZ
LifeSatisfaction,2011-08-01,0,BLZ
LifeSatisfaction,2011-09-01,0,BLZ
LifeSatisfaction,2011-10-01,0,BLZ
LifeSatisfaction,2011-11-01,0,BLZ
LifeSatisfaction,2011-12-01,0,BLZ
LifeSatisfaction,2012-01-01,0,BLZ
LifeSatisfaction,2012-02-01,0,BLZ
LifeSatisfaction,2012-03-01,0,BLZ
LifeSatisfaction,2012-04-01,0,BLZ
LifeSatisfaction,2012-05-01,0,BLZ
LifeSatisfaction,2012-06-01,0,BLZ
LifeSatisfaction,2012-07-01,0,BLZ
LifeSatisfaction,2012-08-01,0,BLZ
LifeSatisfaction,2012-09-01,0,BLZ
LifeSatisfaction,2012-10-01,0,BLZ
LifeSatisfaction,2012-11-01,0,BLZ
LifeSatisfaction,2012-12-01,0,BLZ
LifeSatisfaction,2013-01-01,0,BLZ
LifeSatisfaction,2013-02-01,0,BLZ
LifeSatisfaction,2013-03-01,0,BLZ
LifeSatisfaction,2013-04-01,0,BLZ
LifeSatisfaction,2013-05-01,0,BLZ
LifeSatisfaction,2013-06-01,2,BLZ
LifeSatisfaction,2013-07-01,0,BLZ
LifeSatisfaction,2013-08-01,0,BLZ
LifeSatisfaction,2013-09-01,0,BLZ
LifeSatisfaction,2013-10-01,0,BLZ
LifeSatisfaction,2013-11-01,0,BLZ
LifeSatisfaction,2013-12-01,0,BLZ
LifeSatisfaction,2014-01-01,0,BLZ
LifeSatisfaction,2014-02-01,0,BLZ
LifeSatisfaction,2014-03-01,0,BLZ
LifeSatisfaction,2014-04-01,0,BLZ
LifeSatisfaction,2014-05-01,1,BLZ
LifeSatisfaction,2014-06-01,0,BLZ
LifeSatisfaction,2014-07-01,0,BLZ
LifeSatisfaction,2014-08-01,1,BLZ
LifeSatisfaction,2014-09-01,0,BLZ
LifeSatisfaction,2014-10-01,0,BLZ
LifeSatisfaction,2014-11-01,0,BLZ
LifeSatisfaction,2014-12-01,0,BLZ
LifeSatisfaction,2015-01-01,0,BLZ
LifeSatisfaction,2015-02-01,1,BLZ
LifeSatisfaction,2015-03-01,0,BLZ
LifeSatisfaction,2015-04-01,0,BLZ
LifeSatisfaction,2015-05-01,0,BLZ
LifeSatisfaction,2015-06-01,0,BLZ
LifeSatisfaction,2015-07-01,0,BLZ
LifeSatisfaction,2015-08-01,0,BLZ
LifeSatisfaction,2015-09-01,0,BLZ
LifeSatisfaction,2011-05-01,0,BMU
LifeSatisfaction,2011-06-01,0,BMU
LifeSatisfaction,2011-07-01,0,BMU
LifeSatisfaction,2011-08-01,0,BMU
LifeSatisfaction,2011-09-01,0,BMU
LifeSatisfaction,2011-10-01,0,BMU
LifeSatisfaction,2011-11-01,0,BMU
LifeSatisfaction,2011-12-01,0,BMU
LifeSatisfaction,2012-01-01,0,BMU
LifeSatisfaction,2012-02-01,0,BMU
LifeSatisfaction,2012-03-01,0,BMU
LifeSatisfaction,2012-04-01,0,BMU
LifeSatisfaction,2012-05-01,0,BMU
LifeSatisfaction,2012-06-01,0,BMU
LifeSatisfaction,2012-07-01,0,BMU
LifeSatisfaction,2012-08-01,0,BMU
LifeSatisfaction,2012-09-01,0,BMU
LifeSatisfaction,2012-10-01,0,BMU
LifeSatisfaction,2012-11-01,0,BMU
LifeSatisfaction,2012-12-01,0,BMU
LifeSatisfaction,2013-01-01,0,BMU
LifeSatisfaction,2013-02-01,0,BMU
LifeSatisfaction,2013-03-01,0,BMU
LifeSatisfaction,2013-04-01,0,BMU
LifeSatisfaction,2013-05-01,0,BMU
LifeSatisfaction,2013-06-01,3,BMU
LifeSatisfaction,2013-07-01,0,BMU
LifeSatisfaction,2013-08-01,0,BMU
LifeSatisfaction,2013-09-01,0,BMU
LifeSatisfaction,2013-10-01,0,BMU
LifeSatisfaction,2013-11-01,0,BMU
LifeSatisfaction,2013-12-01,0,BMU
LifeSatisfaction,2014-01-01,0,BMU
LifeSatisfaction,2014-02-01,0,BMU
LifeSatisfaction,2014-03-01,0,BMU
LifeSatisfaction,2014-04-01,0,BMU
LifeSatisfaction,2014-05-01,2,BMU
LifeSatisfaction,2014-06-01,0,BMU
LifeSatisfaction,2014-07-01,1,BMU
LifeSatisfaction,2014-08-01,1,BMU
LifeSatisfaction,2014-09-01,0,BMU
LifeSatisfaction,2014-10-01,1,BMU
LifeSatisfaction,2014-11-01,1,BMU
LifeSatisfaction,2014-12-01,0,BMU
LifeSatisfaction,2015-01-01,0,BMU
LifeSatisfaction,2015-02-01,0,BMU
LifeSatisfaction,2015-03-01,0,BMU
LifeSatisfaction,2015-04-01,0,BMU
LifeSatisfaction,2015-05-01,0,BMU
LifeSatisfaction,2015-06-01,0,BMU
LifeSatisfaction,2015-07-01,0,BMU
LifeSatisfaction,2015-08-01,0,BMU
LifeSatisfaction,2015-09-01,0,BMU
LifeSatisfaction,2011-05-01,1,BOL
LifeSatisfaction,2011-06-01,0,BOL
LifeSatisfaction,2011-07-01,0,BOL
LifeSatisfaction,2011-08-01,0,BOL
LifeSatisfaction,2011-09-01,0,BOL
LifeSatisfaction,2011-10-01,0,BOL
LifeSatisfaction,2011-11-01,0,BOL
LifeSatisfaction,2011-12-01,0,BOL
LifeSatisfaction,2012-01-01,0,BOL
LifeSatisfaction,2012-02-01,0,BOL
LifeSatisfaction,2012-03-01,0,BOL
LifeSatisfaction,2012-04-01,0,BOL
LifeSatisfaction,2012-05-01,0,BOL
LifeSatisfaction,2012-06-01,1,BOL
LifeSatisfaction,2012-07-01,0,BOL
LifeSatisfaction,2012-08-01,1,BOL
LifeSatisfaction,2012-09-01,1,BOL
LifeSatisfaction,2012-10-01,1,BOL
LifeSatisfaction,2012-11-01,0,BOL
LifeSatisfaction,2012-12-01,0,BOL
LifeSatisfaction,2013-01-01,1,BOL
LifeSatisfaction,2013-02-01,0,BOL
LifeSatisfaction,2013-03-01,1,BOL
LifeSatisfaction,2013-04-01,0,BOL
LifeSatisfaction,2013-05-01,3,BOL
LifeSatisfaction,2013-06-01,2,BOL
LifeSatisfaction,2013-07-01,1,BOL
LifeSatisfaction,2013-08-01,0,BOL
LifeSatisfaction,2013-09-01,0,BOL
LifeSatisfaction,2013-10-01,0,BOL
LifeSatisfaction,2013-11-01,0,BOL
LifeSatisfaction,2013-12-01,1,BOL
LifeSatisfaction,2014-01-01,1,BOL
LifeSatisfaction,2014-02-01,0,BOL
LifeSatisfaction,2014-03-01,0,BOL
LifeSatisfaction,2014-04-01,0,BOL
LifeSatisfaction,2014-05-01,4,BOL
LifeSatisfaction,2014-06-01,0,BOL
LifeSatisfaction,2014-07-01,0,BOL
LifeSatisfaction,2014-08-01,0,BOL
LifeSatisfaction,2014-09-01,1,BOL
LifeSatisfaction,2014-10-01,0,BOL
LifeSatisfaction,2014-11-01,0,BOL
LifeSatisfaction,2014-12-01,0,BOL
LifeSatisfaction,2015-01-01,1,BOL
LifeSatisfaction,2015-02-01,0,BOL
LifeSatisfaction,2015-03-01,1,BOL
LifeSatisfaction,2015-04-01,0,BOL
LifeSatisfaction,2015-05-01,0,BOL
LifeSatisfaction,2015-06-01,0,BOL
LifeSatisfaction,2015-07-01,1,BOL
LifeSatisfaction,2015-08-01,0,BOL
LifeSatisfaction,2015-09-01,0,BOL
LifeSatisfaction,2011-05-01,19,BRA
LifeSatisfaction,2011-06-01,13,BRA
LifeSatisfaction,2011-07-01,1,BRA
LifeSatisfaction,2011-08-01,1,BRA
LifeSatisfaction,2011-09-01,0,BRA
LifeSatisfaction,2011-10-01,1,BRA
LifeSatisfaction,2011-11-01,1,BRA
LifeSatisfaction,2011-12-01,3,BRA
LifeSatisfaction,2012-01-01,3,BRA
LifeSatisfaction,2012-02-01,2,BRA
LifeSatisfaction,2012-03-01,0,BRA
LifeSatisfaction,2012-04-01,2,BRA
LifeSatisfaction,2012-05-01,20,BRA
LifeSatisfaction,2012-06-01,19,BRA
LifeSatisfaction,2012-07-01,3,BRA
LifeSatisfaction,2012-08-01,5,BRA
LifeSatisfaction,2012-09-01,4,BRA
LifeSatisfaction,2012-10-01,5,BRA
LifeSatisfaction,2012-11-01,6,BRA
LifeSatisfaction,2012-12-01,4,BRA
LifeSatisfaction,2013-01-01,8,BRA
LifeSatisfaction,2013-02-01,8,BRA
LifeSatisfaction,2013-03-01,4,BRA
LifeSatisfaction,2013-04-01,9,BRA
LifeSatisfaction,2013-05-01,59,BRA
LifeSatisfaction,2013-06-01,31,BRA
LifeSatisfaction,2013-07-01,8,BRA
LifeSatisfaction,2013-08-01,8,BRA
LifeSatisfaction,2013-09-01,10,BRA
LifeSatisfaction,2013-10-01,8,BRA
LifeSatisfaction,2013-11-01,20,BRA
LifeSatisfaction,2013-12-01,5,BRA
LifeSatisfaction,2014-01-01,15,BRA
LifeSatisfaction,2014-02-01,26,BRA
LifeSatisfaction,2014-03-01,17,BRA
LifeSatisfaction,2014-04-01,32,BRA
LifeSatisfaction,2014-05-01,49,BRA
LifeSatisfaction,2014-06-01,195,BRA
LifeSatisfaction,2014-07-01,69,BRA
LifeSatisfaction,2014-08-01,51,BRA
LifeSatisfaction,2014-09-01,19,BRA
LifeSatisfaction,2014-10-01,20,BRA
LifeSatisfaction,2014-11-01,13,BRA
LifeSatisfaction,2014-12-01,12,BRA
LifeSatisfaction,2015-01-01,13,BRA
LifeSatisfaction,2015-02-01,9,BRA
LifeSatisfaction,2015-03-01,21,BRA
LifeSatisfaction,2015-04-01,5,BRA
LifeSatisfaction,2015-05-01,10,BRA
LifeSatisfaction,2015-06-01,13,BRA
LifeSatisfaction,2015-07-01,12,BRA
LifeSatisfaction,2015-08-01,4,BRA
LifeSatisfaction,2015-09-01,2,BRA
LifeSatisfaction,2011-05-01,1,BRB
LifeSatisfaction,2011-06-01,0,BRB
LifeSatisfaction,2011-07-01,0,BRB
LifeSatisfaction,2011-08-01,0,BRB
LifeSatisfaction,2011-09-01,0,BRB
LifeSatisfaction,2011-10-01,0,BRB
LifeSatisfaction,2011-11-01,0,BRB
LifeSatisfaction,2011-12-01,0,BRB
LifeSatisfaction,2012-01-01,0,BRB
LifeSatisfaction,2012-02-01,0,BRB
LifeSatisfaction,2012-03-01,0,BRB
LifeSatisfaction,2012-04-01,0,BRB
LifeSatisfaction,2012-05-01,1,BRB
LifeSatisfaction,2012-06-01,0,BRB
LifeSatisfaction,2012-07-01,0,BRB
LifeSatisfaction,2012-08-01,0,BRB
LifeSatisfaction,2012-09-01,0,BRB
LifeSatisfaction,2012-10-01,0,BRB
LifeSatisfaction,2012-11-01,0,BRB
LifeSatisfaction,2012-12-01,0,BRB
LifeSatisfaction,2013-01-01,0,BRB
LifeSatisfaction,2013-02-01,2,BRB
LifeSatisfaction,2013-03-01,1,BRB
LifeSatisfaction,2013-04-01,0,BRB
LifeSatisfaction,2013-05-01,0,BRB
LifeSatisfaction,2013-06-01,0,BRB
LifeSatisfaction,2013-07-01,0,BRB
LifeSatisfaction,2013-08-01,0,BRB
LifeSatisfaction,2013-09-01,0,BRB
LifeSatisfaction,2013-10-01,0,BRB
LifeSatisfaction,2013-11-01,0,BRB
LifeSatisfaction,2013-12-01,1,BRB
LifeSatisfaction,2014-01-01,1,BRB
LifeSatisfaction,2014-02-01,0,BRB
LifeSatisfaction,2014-03-01,0,BRB
LifeSatisfaction,2014-04-01,1,BRB
LifeSatisfaction,2014-05-01,2,BRB
LifeSatisfaction,2014-06-01,0,BRB
LifeSatisfaction,2014-07-01,0,BRB
LifeSatisfaction,2014-08-01,1,BRB
LifeSatisfaction,2014-09-01,0,BRB
LifeSatisfaction,2014-10-01,0,BRB
LifeSatisfaction,2014-11-01,0,BRB
LifeSatisfaction,2014-12-01,0,BRB
LifeSatisfaction,2015-01-01,0,BRB
LifeSatisfaction,2015-02-01,0,BRB
LifeSatisfaction,2015-03-01,1,BRB
LifeSatisfaction,2015-04-01,0,BRB
LifeSatisfaction,2015-05-01,0,BRB
LifeSatisfaction,2015-06-01,1,BRB
LifeSatisfaction,2015-07-01,0,BRB
LifeSatisfaction,2015-08-01,2,BRB
LifeSatisfaction,2015-09-01,0,BRB
LifeSatisfaction,2011-05-01,0,BRN
LifeSatisfaction,2011-06-01,0,BRN
LifeSatisfaction,2011-07-01,0,BRN
LifeSatisfaction,2011-08-01,0,BRN
LifeSatisfaction,2011-09-01,0,BRN
LifeSatisfaction,2011-10-01,0,BRN
LifeSatisfaction,2011-11-01,0,BRN
LifeSatisfaction,2011-12-01,0,BRN
LifeSatisfaction,2012-01-01,0,BRN
LifeSatisfaction,2012-02-01,0,BRN
LifeSatisfaction,2012-03-01,0,BRN
LifeSatisfaction,2012-04-01,0,BRN
LifeSatisfaction,2012-05-01,0,BRN
LifeSatisfaction,2012-06-01,0,BRN
LifeSatisfaction,2012-07-01,0,BRN
LifeSatisfaction,2012-08-01,0,BRN
LifeSatisfaction,2012-09-01,0,BRN
LifeSatisfaction,2012-10-01,0,BRN
LifeSatisfaction,2012-11-01,0,BRN
LifeSatisfaction,2012-12-01,0,BRN
LifeSatisfaction,2013-01-01,1,BRN
LifeSatisfaction,2013-02-01,0,BRN
LifeSatisfaction,2013-03-01,0,BRN
LifeSatisfaction,2013-04-01,0,BRN
LifeSatisfaction,2013-05-01,2,BRN
LifeSatisfaction,2013-06-01,0,BRN
LifeSatisfaction,2013-07-01,0,BRN
LifeSatisfaction,2013-08-01,0,BRN
LifeSatisfaction,2013-09-01,0,BRN
LifeSatisfaction,2013-10-01,0,BRN
LifeSatisfaction,2013-11-01,0,BRN
LifeSatisfaction,2013-12-01,0,BRN
LifeSatisfaction,2014-01-01,1,BRN
LifeSatisfaction,2014-02-01,0,BRN
LifeSatisfaction,2014-03-01,0,BRN
LifeSatisfaction,2014-04-01,0,BRN
LifeSatisfaction,2014-05-01,0,BRN
LifeSatisfaction,2014-06-01,0,BRN
LifeSatisfaction,2014-07-01,1,BRN
LifeSatisfaction,2014-08-01,0,BRN
LifeSatisfaction,2014-09-01,0,BRN
LifeSatisfaction,2014-10-01,0,BRN
LifeSatisfaction,2014-11-01,0,BRN
LifeSatisfaction,2014-12-01,0,BRN
LifeSatisfaction,2015-01-01,1,BRN
LifeSatisfaction,2015-02-01,1,BRN
LifeSatisfaction,2015-03-01,1,BRN
LifeSatisfaction,2015-04-01,0,BRN
LifeSatisfaction,2015-05-01,0,BRN
LifeSatisfaction,2015-06-01,0,BRN
LifeSatisfaction,2015-07-01,0,BRN
LifeSatisfaction,2015-08-01,0,BRN
LifeSatisfaction,2015-09-01,0,BRN
LifeSatisfaction,2011-05-01,0,BTN
LifeSatisfaction,2011-06-01,0,BTN
LifeSatisfaction,2011-07-01,0,BTN
LifeSatisfaction,2011-08-01,0,BTN
LifeSatisfaction,2011-09-01,0,BTN
LifeSatisfaction,2011-10-01,0,BTN
LifeSatisfaction,2011-11-01,0,BTN
LifeSatisfaction,2011-12-01,0,BTN
LifeSatisfaction,2012-01-01,0,BTN
LifeSatisfaction,2012-02-01,0,BTN
LifeSatisfaction,2012-03-01,0,BTN
LifeSatisfaction,2012-04-01,0,BTN
LifeSatisfaction,2012-05-01,0,BTN
LifeSatisfaction,2012-06-01,0,BTN
LifeSatisfaction,2012-07-01,0,BTN
LifeSatisfaction,2012-08-01,0,BTN
LifeSatisfaction,2012-09-01,0,BTN
LifeSatisfaction,2012-10-01,0,BTN
LifeSatisfaction,2012-11-01,0,BTN
LifeSatisfaction,2012-12-01,0,BTN
LifeSatisfaction,2013-01-01,1,BTN
LifeSatisfaction,2013-02-01,0,BTN
LifeSatisfaction,2013-03-01,1,BTN
LifeSatisfaction,2013-04-01,0,BTN
LifeSatisfaction,2013-05-01,0,BTN
LifeSatisfaction,2013-06-01,0,BTN
LifeSatisfaction,2013-07-01,0,BTN
LifeSatisfaction,2013-08-01,0,BTN
LifeSatisfaction,2013-09-01,0,BTN
LifeSatisfaction,2013-10-01,0,BTN
LifeSatisfaction,2013-11-01,0,BTN
LifeSatisfaction,2013-12-01,0,BTN
LifeSatisfaction,2014-01-01,0,BTN
LifeSatisfaction,2014-02-01,0,BTN
LifeSatisfaction,2014-03-01,0,BTN
LifeSatisfaction,2014-04-01,1,BTN
LifeSatisfaction,2014-05-01,0,BTN
LifeSatisfaction,2014-06-01,0,BTN
LifeSatisfaction,2014-07-01,0,BTN
LifeSatisfaction,2014-08-01,0,BTN
LifeSatisfaction,2014-09-01,0,BTN
LifeSatisfaction,2014-10-01,0,BTN
LifeSatisfaction,2014-11-01,0,BTN
LifeSatisfaction,2014-12-01,0,BTN
LifeSatisfaction,2015-01-01,0,BTN
LifeSatisfaction,2015-02-01,0,BTN
LifeSatisfaction,2015-03-01,0,BTN
LifeSatisfaction,2015-04-01,0,BTN
LifeSatisfaction,2015-05-01,0,BTN
LifeSatisfaction,2015-06-01,0,BTN
LifeSatisfaction,2015-07-01,0,BTN
LifeSatisfaction,2015-08-01,0,BTN
LifeSatisfaction,2015-09-01,0,BTN
LifeSatisfaction,2011-05-01,0,BWA
LifeSatisfaction,2011-06-01,0,BWA
LifeSatisfaction,2011-07-01,0,BWA
LifeSatisfaction,2011-08-01,0,BWA
LifeSatisfaction,2011-09-01,0,BWA
LifeSatisfaction,2011-10-01,0,BWA
LifeSatisfaction,2011-11-01,0,BWA
LifeSatisfaction,2011-12-01,0,BWA
LifeSatisfaction,2012-01-01,0,BWA
LifeSatisfaction,2012-02-01,0,BWA
LifeSatisfaction,2012-03-01,0,BWA
LifeSatisfaction,2012-04-01,0,BWA
LifeSatisfaction,2012-05-01,0,BWA
LifeSatisfaction,2012-06-01,0,BWA
LifeSatisfaction,2012-07-01,1,BWA
LifeSatisfaction,2012-08-01,0,BWA
LifeSatisfaction,2012-09-01,0,BWA
LifeSatisfaction,2012-10-01,0,BWA
LifeSatisfaction,2012-11-01,0,BWA
LifeSatisfaction,2012-12-01,1,BWA
LifeSatisfaction,2013-01-01,0,BWA
LifeSatisfaction,2013-02-01,0,BWA
LifeSatisfaction,2013-03-01,0,BWA
LifeSatisfaction,2013-04-01,0,BWA
LifeSatisfaction,2013-05-01,1,BWA
LifeSatisfaction,2013-06-01,0,BWA
LifeSatisfaction,2013-07-01,0,BWA
LifeSatisfaction,2013-08-01,0,BWA
LifeSatisfaction,2013-09-01,0,BWA
LifeSatisfaction,2013-10-01,0,BWA
LifeSatisfaction,2013-11-01,0,BWA
LifeSatisfaction,2013-12-01,0,BWA
LifeSatisfaction,2014-01-01,0,BWA
LifeSatisfaction,2014-02-01,0,BWA
LifeSatisfaction,2014-03-01,0,BWA
LifeSatisfaction,2014-04-01,1,BWA
LifeSatisfaction,2014-05-01,0,BWA
LifeSatisfaction,2014-06-01,0,BWA
LifeSatisfaction,2014-07-01,0,BWA
LifeSatisfaction,2014-08-01,0,BWA
LifeSatisfaction,2014-09-01,0,BWA
LifeSatisfaction,2014-10-01,0,BWA
LifeSatisfaction,2014-11-01,0,BWA
LifeSatisfaction,2014-12-01,0,BWA
LifeSatisfaction,2015-01-01,0,BWA
LifeSatisfaction,2015-02-01,0,BWA
LifeSatisfaction,2015-03-01,0,BWA
LifeSatisfaction,2015-04-01,0,BWA
LifeSatisfaction,2015-05-01,0,BWA
LifeSatisfaction,2015-06-01,0,BWA
LifeSatisfaction,2015-07-01,0,BWA
LifeSatisfaction,2015-08-01,0,BWA
LifeSatisfaction,2015-09-01,0,BWA
LifeSatisfaction,2011-05-01,0,CAF
LifeSatisfaction,2011-06-01,0,CAF
LifeSatisfaction,2011-07-01,0,CAF
LifeSatisfaction,2011-08-01,0,CAF
LifeSatisfaction,2011-09-01,0,CAF
LifeSatisfaction,2011-10-01,0,CAF
LifeSatisfaction,2011-11-01,0,CAF
LifeSatisfaction,2011-12-01,0,CAF
LifeSatisfaction,2012-01-01,0,CAF
LifeSatisfaction,2012-02-01,0,CAF
LifeSatisfaction,2012-03-01,0,CAF
LifeSatisfaction,2012-04-01,0,CAF
LifeSatisfaction,2012-05-01,0,CAF
LifeSatisfaction,2012-06-01,0,CAF
LifeSatisfaction,2012-07-01,0,CAF
LifeSatisfaction,2012-08-01,0,CAF
LifeSatisfaction,2012-09-01,0,CAF
LifeSatisfaction,2012-10-01,0,CAF
LifeSatisfaction,2012-11-01,0,CAF
LifeSatisfaction,2012-12-01,0,CAF
LifeSatisfaction,2013-01-01,0,CAF
LifeSatisfaction,2013-02-01,0,CAF
LifeSatisfaction,2013-03-01,0,CAF
LifeSatisfaction,2013-04-01,0,CAF
LifeSatisfaction,2013-05-01,0,CAF
LifeSatisfaction,2013-06-01,0,CAF
LifeSatisfaction,2013-07-01,0,CAF
LifeSatisfaction,2013-08-01,0,CAF
LifeSatisfaction,2013-09-01,0,CAF
LifeSatisfaction,2013-10-01,0,CAF
LifeSatisfaction,2013-11-01,0,CAF
LifeSatisfaction,2013-12-01,0,CAF
LifeSatisfaction,2014-01-01,0,CAF
LifeSatisfaction,2014-02-01,0,CAF
LifeSatisfaction,2014-03-01,0,CAF
LifeSatisfaction,2014-04-01,0,CAF
LifeSatisfaction,2014-05-01,1,CAF
LifeSatisfaction,2014-06-01,0,CAF
LifeSatisfaction,2014-07-01,0,CAF
LifeSatisfaction,2014-08-01,0,CAF
LifeSatisfaction,2014-09-01,0,CAF
LifeSatisfaction,2014-10-01,0,CAF
LifeSatisfaction,2014-11-01,0,CAF
LifeSatisfaction,2014-12-01,0,CAF
LifeSatisfaction,2015-01-01,0,CAF
LifeSatisfaction,2015-02-01,1,CAF
LifeSatisfaction,2015-03-01,0,CAF
LifeSatisfaction,2015-04-01,0,CAF
LifeSatisfaction,2015-05-01,0,CAF
LifeSatisfaction,2015-06-01,0,CAF
LifeSatisfaction,2015-07-01,0,CAF
LifeSatisfaction,2015-08-01,0,CAF
LifeSatisfaction,2015-09-01,0,CAF
